title,link,creator,pubdate,category,description,source,scrape_timestamp
Great Lakes Announces the Delivery of its Newest Hopper Dredge,https://www.maritime-executive.com/article/great-lakes-announces-the-delivery-of-its-newest-hopper-dredge,,23/08/2025 18:43:30,,"[By Great Lakes Dredge & Dock Corp.] Great Lakes Dredge & Dock Corporation (""Great Lakes"" or the “Company”) (NASDAQ: GLDD), the largest provider of dredging services in the United States, today announced it took delivery of its newest Jones Act-compliant hopper dredge, the Amelia Island from the Conrad Shipyard in Morgan City, Louisiana. The Amelia Island supports the Company’s vision of continued modernization and diversification of our fleet. The Amelia Island is specially designed for efficient and safe operations along shallow and narrow waters throughout all U.S. coastlines. The vessel is approximately 346 feet in length, 69 feet in breadth, 23 feet in depth with 16,500 total horsepower installed. The dredge features two 800mm trailing suction pipes capable of dredging depths up to 100 feet with a hopper capacity of 6,330 yd3. The main engines and generators are EPA Tier IV rated for low emissions. These vital capabilities of the Amelia Island position it at the forefront of modern dredges, allowing it to execute projects along all U.S. coasts, ports, channels, and coastal developments. Lasse Petterson, President and Chief Executive Officer, commented, “The delivery of our sixth hopper dredge, the Amelia Island marks a significant milestone as our dredging newbuild program is now complete, leaving us with the largest and most advanced hopper fleet in the United States. Engineered with a high level of automation, this vessel is well-suited for diverse operations such as beach renourishment, coastal protection, channel deepening, and maintenance dredging. Already with a full schedule for 2025 and 2026, the dredge will be going immediately to work.” The Amelia Island joins her sister ship, the Galveston Island, another modern dredge built to enhance vital maritime infrastructure nationwide and reaffirms our commitment with the U.S. Army Corps of Engineers and our dedication to the U.S. dredging industry.",Maritime Executive,24/08/2025 09:29:56
Anglo-Eastern Selects Inmarsat’s NexusWave for Hadley Shipping Group,https://www.maritime-executive.com/article/anglo-eastern-selects-inmarsat-s-nexuswave-for-hadley-shipping-group,,23/08/2025 12:51:26,,"[By: Inmarsat Maritime] Inmarsat Maritime, a Viasat company, has announced that Anglo-Eastern will upgrade Hadley Shipping Group’s fleet to Inmarsat’s fully managed bonded connectivity solution, NexusWave. Hadley Shipping Group is a long-standing Inmarsat Maritime user. Its transition to NexusWave represents a significant step forward in adopting a unified, bonded multi-orbit solution that will deliver enhanced performance, enterprise-grade cybersecurity, and a scalable platform for future operational needs and crew welfare. Anglo-Eastern, a leader in technical ship management and a strong advocate of digital innovation at sea, began implementing its multi-orbit connectivity strategy in 2023. With NexusWave now being installed across a range of vessels under its management, Anglo-Eastern reinforces its mission to accelerate digital transformation, boost cyber-resilience, and provide seafarers with a reliable, home-like internet. Torbjorn Dimblad, Chief Information Officer, Anglo-Eastern, said: “With NexusWave, we’re able to leverage secure, high-performance connectivity through a truly integrated multi-network approach. This solution aligns with our vision of a digitally advanced fleet, and we’re looking forward to the results of the ongoing trials as we continue to roll out NexusWave across our managed vessels.” Sunit Das, Director of Operations, Hadley Shipping Group, said: “Unlimited data is a key benefit of Inmarsat’s NexusWave, but our decision to invest goes beyond just bandwidth. This upgrade supports our long-term goals for operational efficiency and crew wellbeing. With the built-in cybersecurity and our confidence in Inmarsat’s capabilities, NexusWave enables us to future-proof our fleet as maritime data and connectivity demands evolve.” NexusWave combines high-speed connectivity, resilient bonded networks, and seamless global coverage to meet the growing requirements of modern shipping. Designed for scalability, it supports everything from smart vessel operations to enhanced crew welfare programmes. Gert Jan Panken, Global Vice President, Inmarsat Maritime, said “This collaboration with Anglo-Eastern and Hadley Shipping Group reflects our shared commitment to building smarter, safer, and more connected operations at sea. NexusWave is engineered to meet the complex challenges of modern maritime operations, and we’re proud to support our customers as they embrace the future of connectivity.”",Maritime Executive,24/08/2025 09:29:56
"U.S. Seizes 13,000 Pounds of Cocaine in Operation Pacific Viper",https://www.maritime-executive.com/article/u-s-seizes-13-000-pounds-of-cocaine-in-operation-pacific-viper,,23/08/2025 02:30:15,,"The U.S. Coast Guard (USCG) is carrying out another major operation in its fight against drug cartels and human smuggling in the Eastern Pacific. Recent efforts in coordination with the U.S. Navy have already led to the seizure of over 13,000 pounds of cocaine and the arrest of 11 suspects. Homeland Security announced that just days after the USCG embarked on Operation Pacific Viper with the deployment of large numbers of forces and warships to fight Latin American drug cartels, the results are evident. In a matter of days, the agency has hunted down, interdicted, and boarded several illegal vessels, resulting in seizures and arrests. The first seizure happened on August 8 when the Legend-class cutter Hamilton interdicted a drug smuggling vessel south of Mexico, seizing over 4,000 pounds of cocaine and arresting three smugglers. Three days later, the Navy guided missile destroyer Sampson was operating in the known drug trafficking corridor when she interdicted a smuggling boat. Sailors, together with USCG Law Enforcement Detachment officers onboard, identified the suspicious vessel, prompting the launch of MH-60R Sea Hawk helicopter and a rigid-hull inflatable boat to intercept it. Destroying smugglers' boats (USCG) The smuggling vessel attempted to flee with the traffickers trying to dump their cargo overboard before they were subdued, leading to the seizure of about 1,300 pounds of cocaine and the arrest of two suspects. Due to deteriorating seaworthiness and heavy seas, the smuggling vessel was left to sink. In yet another case on August 16, USCG cutter Stone interdicted a smuggling vessel south of the Galapagos Islands, with officers disabling it by shooting its engine out from a helicopter. Three suspected drug smugglers were detained with over 3,500 pounds of cocaine being confiscated. The vessel was set on fire. A day later, Stone carried out another interdiction, disabling the engine on a smuggler’s vessel with fire from a helicopter. It resulted in the arrest of three smugglers and the seizure of over 4,000 pounds of cocaine. The suspects arrested in the two cases are said to be Ecuadorian nationals. Another seizure of nearly 3,000 pounds of cocaine occurred on August 19 after Stone yet again interdicted a smuggling vessel. On the same day, a boat launched from the Reliance-class medium endurance cutter Venturous seized over 750 pounds of cocaine that was jettisoned by a target of interest. Seized cocaine on the deck of USS Sampson (Homeland Security) “80 percent of illicit drug seizures occur at sea,” said Homeland Security Secretary Kristi Noem. The U.S. Coast Guard is surging maritime interdictions in the Eastern Pacific to stop the cartels and criminal organizations, cutting off drugs and human smuggling before it reaches American shores.” Operation Pacific Viper is taking place while reports indicate that President Donald Trump has also ordered the deployment of three warships off the coast of Venezuela to intensify the fight against drug trafficking. Reuters is reporting that the Aegis guided-missile destroyers USS Graverly, John Dunham, and Sampson, and a contingent of 4,000 sailors and marines are designed to increase pressure on Venezuelan President Nicolás Maduro, for whom the U.S. is offering a $50 million reward for his arrest over his alleged links to cocaine trafficking.",Maritime Executive,24/08/2025 09:29:56
Port of Auckland Gets Greenlight for Expansion Under New Fast-Track Regime,https://www.maritime-executive.com/article/port-of-auckland-gets-greenlight-for-extension-under-new-fast-track-regime,,23/08/2025 01:58:35,,"The Port of Auckland in New Zealand is finally set to embark on major infrastructure expansion projects aimed at enhancing its competitiveness. It is proceeding after getting a government greenlight under a new law designed to cut red tape in the approval process for huge infrastructure and development projects. Under the Fast-track Approvals Act, Auckland’s wharf expansion project has become the first mega project to be granted consent. The greenlight now allows New Zealand’s main import terminal to proceed with the implementation of the Bledisloe North and Fergusson North projects, as well as the construction of a cruise passenger terminal and other upgrades. The consent was granted by an expert panel set up under the Act, which was introduced in Parliament in March last year and enacted in record speed as part of the coalition government’s plan for its first 100 days in office. The Act, which received Royal Assent in December and became effective in February, establishes a permanent fast-track regime that makes it easier and quicker for large projects to gain approvals. The decision came just 66 working days after the panel was convened. “The Act helps cut through the tangle of red and green tape and the jumble of approvals processes that have, until now, held New Zealand back from much-needed economic growth,” said Chris Bishop, New Zealand Infrastructure Minister. Having become the first to get approval under the act, the Port of Auckland will, starting next month, embark on implementing key projects that are critical to future growth. The Bledisloe and Fergusson wharves expansion forms the core of the projects that will not only allow berthing of larger containerships but also make Auckland a hub for cruise shipping. The Bledisloe North wharf project will include a new reinforced concrete-piled wharf at the terminal, giving it enough depth for large cruise ships and RoRos. For Fergusson North, the project involves a wharf extension that will enable the port to handle 10,000 TEU ships in the future. Currently, the port can only handle ships with a 5,000 TEU maximum capacity. Auckland has termed the projects as once-in-a-generation infrastructure that is needed to serve the city for decades to come, not only by making the port “big ship capable” but also by providing long-term fit-for-purpose infrastructure. In February, the port that is owned by the Auckland Council revealed it intends to invest NZ$120 to NZ$150 million (US$70 to $88 million) over the next three to four years in infrastructure expansion. “The Bledisloe North wharf extensions will enable larger cruise ships to berth, and increase New Zealand’s importing and exporting capacity,” said Bishop. The project will deliver lasting economic benefits by boosting the efficiency of a critical part of Auckland’s economy and supporting long-term growth. Auckland’s infrastructure investments come when the port, the second largest after Port of Tauranga, is recording growth in container throughput to hit the 900,000 TEU mark in 2024. The Auckland project was among a total of 149 projects on the fast-track list, with others involved in mining, power, and residential development, among others, being under consideration.",Maritime Executive,24/08/2025 09:29:56
APM Terminals Plans $1B Investment to Develop Indian Ports,https://www.maritime-executive.com/article/apm-terminals-plans-1b-investment-to-develop-indian-ports,,23/08/2025 01:40:03,,"APM Terminals, the terminal operations for AP Moller-Maersk, has entered into an agreement with the authority overseeing ports on India’s east coast along the Bay of Bengal. Under the Memorandum signed in India on August 22, they plan to explore the development of ports to create an “Eastern Gateway” as part of India’s plan to expand trade. According to officials, the agreement while help realize the vision of creating Andhra Pradesh as the logistics hub of the east. The region has more than 620 miles of coastline. The vision is to develop marine infrastructure such as ports, fishing harbors, and fish landing centers every 30 miles. The region is currently home to Visakhapatnam, a port city and industrial center, which is the third-largest port by volume in India and one of the country’s 12 major ports. However, it is mostly a bulker port with smaller container operations in the region. The coast currently hosts a total of 15 ports in eight coastal districts, with five operational non-major commercial ports and four green field projects, which will be operational by 2026. Working with APM, the goal is to accelerate port and terminal development in the state. APM has expressed its intent as part of the MoU to invest approximately $1 billion to modernize ports and terminals. They will focus on the development of the Machilipatnam, Mulapeta, and Ramayapatnam ports and infrastructure. These are three of the ports currently being developed by the authority in the region. In June, the local authorities reported that Ramayapatnam Port was the most advanced with Phase 1 work nearly two-thirds (64 percent) completed. Both Machilipatnam and Mulapeta have completed more than 40 percent of their Phase 1 development. APM is seen as a logical partner for the next phase of development, with the local officials noting that it is at the forefront of introducing advanced cargo handling technologies, promoting sustainable operations, and enhancing efficiency in container and bulk handling. APM Terminals has been present in India since 2004 and operates two key assets. The Gujarat Pipavav Port is located 152 nautical miles (10 hours steaming time) from Nhava Sheva in Mumbai. It was India’s first public-private port operation and has a capacity for 1.35 million TEU annually. APM is also in partnership with India for the operations of APM Terminals Mumbai (Gateway Terminals India), which is the largest container facility in the country. Efforts are currently expanding its capacity above 2 million TEU annually.",Maritime Executive,24/08/2025 09:29:56
Alaska Carrier is Latest to Suspend Transport of EVs Due to Fire Risk,https://www.maritime-executive.com/article/alaska-carrier-is-latest-to-suspend-transport-of-evs-due-to-fire-risk,,23/08/2025 00:18:59,,"Fire concerns and the potential for toxic, runaway fires spurred by lithium-ion batteries continue to weigh heavily on the shipping industry. Lynden’s Alaska Marine Lines has become the latest carrier to report it will no longer ship electric vehicles or plug-in hybrid electric vehicles due to the increased safety risk. The company operates a vital cargo barge service across Alaska as well as to Hawaii. It is a vital connection for moving commercial freight and is used by Alaskans for shipping materials or to bring items from the “Lower 48.” “Although we have previously shipped EVs and PHEVs, the increased complexity and fire risk associated with shipping large lithium-ion batteries on vessels at sea has caused us to reevaluate how to best keep our employees and equipment safe. While issues with lithium-ion batteries are infrequent, the inability to extinguish or contain this type of fire, especially while at sea, can lead to catastrophic results,” the company said in a customer statement released on August 12. The new policy is effective immediately for Central Alaska, Western Alaska, and Hawaii. The company said it would continue to carry the vehicles for the next few weeks until September 1 for Southeast Alaska. The decision does not impact other hybrid vehicles, smaller electric recreational vehicles, e-bikes, and four-wheelers. Alaska Marine Lines said it will continue to reassess the ability to safely ship these vehicles as industry standards and safety procedures improve. Alaska Public Media highlights that the restrictions will be especially hard for the Southeast, where electric vehicles are growing in popularity. It reports that the State of Alaska’s Alaska Marine Highway System and its ferries will continue limited transport of EVs. The ferry system limits just two EVs per trip, and a spokesperson told KCAW Alaska that special precautions are in place on the ferries. They have designated spaces with more area around the two spots for EVs, and each ferry carries two special fire blankets designed to smother EV battery fires. Alaska Marine Lines’ policy follows a similar decision announced by Matson in June. The carrier reported that its vessel from California to Hawaii and Guam would no longer transport EVs despite the precautions that it had put in place to control possible fires. Similar policies have also emerged in Europe. Havila, for example, which carries cars on the Norwegian Coastal voyages, announced in 2023 that it was banning EVs and hydrogen vessels from its ships.",Maritime Executive,24/08/2025 09:29:56
Equinor Will Not Proceed with Australian Offshore Wind Projects,https://www.maritime-executive.com/article/equinor-will-not-proceed-with-australian-offshore-wind-projects,,22/08/2025 23:26:03,,"Equinor, one of the leading developers in the offshore and renewable energy industry, is not proceeding with its development projects in Australia, marking another setback for the developing industry. The Norwegian company had been working in Australia for the past few years and was positioned to be one of the first to develop a project. Australia’s Energy Minister, Chris Bowen, said that Equinor and its Australian partner, Oceanex Energy, had been unable to agree on terms for the next phase of the development project. They had been selected by the government in February to receive a feasibility license to proceed with the research for the project, but according to Bowen, the company has decided to decline the license for the proposed Novocastrian Offshore Wind Farm. Oceanex has spent years developing the plan and the local expertise for the project, which is one of the projects selected for the Hunter coast of New South Wales. The plan calls for a mega 2 GW floating wind farm located more than 12 miles offshore south of Newcastle. The proposed timeline expected construction to begin in 2028 and operations by 2031. No official reason was given for the decision not to proceed, but it is being pointed out that Equinor has withdrawn from a number of projects both in Australia and elsewhere in recent months. Novocastrian was positioned according to Oceanex to be “at the forefront of deep-water deployment.” Equinor had launched its partnership with Oceanex in 2022, citing the strong potential for offshore wind energy in Australia and the government’s strong desire to develop the industry. Oceanex is also developing offshore plans for the Illawarra and South Coast regions. Equinor last month quietly withdrew from another project, its third in Australia, the Bass Offshore Wind Energy project. To be located near Tasmania in the Bass Strait, it calls for 70 to 100 turbines with a capacity of 1.5 GW. Equinor was working with the Australian company Nexsphere, which assumed full ownership of Bass from Equinor. Unlike Novocastrain, Bass has not yet been selected for a feasibility license. Bowen said that Oceanex wants to continue to pursue the project, but it lacks the access to capital required. He believes that both Oceanex and Nexsphere will be shopping for new international partners. The changing economics for offshore wind energy and the challenges of developing a new market have weighed heavily on Australia’s plans. Last month, Blue Float Energy, which is developing the plans for a Victoria offshore project, reported it was not proceeding. The plan calls for a 2 GW project for the Gippsland region, but reports said the company’s lead investor, Quantum Capital, determined the project was no longer commercially viable. The changing economics have also challenged projects in other parts of the world. Ørsted recently announced it would not proceed with the Hornsea 4 project in the UK in its current proposed form. The company has also reported that it was unable to secure an investment partner in the United States for its Sunrise Wind project. It is planning to sell rights to its current shareholders to raise more than $9 billion, which will primarily be used to complete construction of the U.S. project. Bowen reiterated that the Australian government remains firmly committed to renewable energy. Analysts, however, question whether the government can meet its goals as the leading offshore projects have stalled before reaching feasibility and the final investment decision.",Maritime Executive,24/08/2025 09:29:56
Marie Maersk Back Underway to Get Additional Assistance With Container Fire,https://www.maritime-executive.com/article/marie-maersk-back-underway-to-get-additional-assistance-with-container-fire,,22/08/2025 21:39:46,,"More than a week after the crew of the containership Marie Maersk reported smoking coming from containers, the fire is controlled but likely still burning. The ship has resumed sailing as it works to get additional help from shore in its efforts to extinguish the fire. “One container, which has been flooded with water, still shows an elevated temperature while being under control,” reports a spokesperson for Maersk. “Marie Maersk is sailing slowly eastwards off the West African coast to meet another supply vessel with additional firefighting equipment which will be loaded onboard.” The last AIS signal from the containership showed it sailing at more than 10 knots eastward into the Gulf of Guinea. It had been holding off Liberia on the West Coast during the first phase of the firefight. The ship was bound from Rotterdam to Malaysia and then China when the smoke was spotted on the morning of August 13. The ship initially moved closer to shore so that equipment and personnel could be brought out to aid the efforts. An external firefighting team boarded the vessel on Tuesday, August 19. Maersk reports together with the crew of Marie Maersk, they have the fire under control, while it is still not completely extinguished. “The expert Crisis Response Team of Maersk remains in constant touch with the vessel crew, salvage operator, flag state authority, and classification society to take qualified decisions about the next steps,” the spokesperson told The Maritime Executive on August 22. The port of destination is “under contemplation,” with the goal of finding the best solution for the crew, Maersk’s customers and their cargo. The ship has a rated capacity of just over 19,000 TEU, but it is unclear exactly how many containers are currently aboard and how many might be empties. Maersk says that due to the prevailing conditions in the affected cargo bays, it cannot confirm the exact impact of the fire on each container. The expectation is that the ship will be taken to a port of refuge to offload the damaged containers and ascertain the full extent of the damage.",Maritime Executive,24/08/2025 09:29:56
Witherby Publishing Group and VIRSEC Announce CBT Joint Venture,https://www.maritime-executive.com/article/witherby-publishing-group-and-virsec-announce-cbt-joint-venture,,22/08/2025 21:16:25,,"[By: Witherby Publishing Group] Capt. Iain Macneil MNM and Kat Heathcote Macneil MBE return to their roots with the announcement of a new CBT Joint Venture initially focussing on the burgeoning Maritime Security Sector. Witherby Publishing Group's owners are delighted to announce the signing of an exclusive MoU between themselves and Steve Richards and Cathy Wallwork of VIRSEC. Capt. Macneil, CEO of Witherbys and original founder of Seamanship International said, ""while it's been a while since we stepped away from CBT creation to focus on our takeover of Witherbys and expanding that portfolio of technical, operational and compliance guidelines, I always felt we may well return to the CBT sector under the right circumstances. We have been extremely impressed with VIRSEC and indeed, as part of my own re-qualification as Master Unlimited in 2024, I used their online STCW Ship Security Officer (SSO) course: while onboard ship, in my own time, at a pace that suited me, prior to successfully completing an online examination to receive an MCA Approved Certificate. Since then we have looked more closely at the company and its owners and feel their style and values align with our own. Their sharp focus on their area of expertise and their accreditation from bodies such as the MCA and ABS makes them the ideal partner, and we very much look forward to adding our maritime expertise to their undoubted security and course creation skills. With an initial focus on security aspects such as: Port Security, Drug Trafficking, Piracy and Armed Robbery, Cyber Security, Stowaways and Distressed People in Small Boats, it is our intention to specialise in the training required for compliance and certification before expanding the portfolio in support of STCW, SOLAS, MARPOL and the ISM Code. Our last foray into CBT was the highly successful internal competence management system developed for Shell, and we are really pleased to be moving back into this area alongside this excellent small company.” Steve Richards, Operations Director at VIRSEC added: “We are really excited to be working with Witherbys on this Joint Venture and view this as a unique opportunity to transform how maritime professionals access and experience training. Witherbys’ integrity and heritage, combined with VIRSEC’s focus on practical, quality-led training, will enable us to create courses that are not only compliant, but also engaging, flexible and future-ready. Our shared vision is to empower seafarers and maritime organisations with the knowledge and confidence to operate safely and securely in an increasingly complex world.”",Maritime Executive,24/08/2025 09:29:56
New Zealand Looks to Future for Troubled Interisland Ferry Service,https://www.maritime-executive.com/article/new-zealand-looks-to-future-for-troubled-interisland-ferry-service,,22/08/2025 21:12:48,,"August has marked what many hope will be a turning point and the start of a new beginning for New Zealand’s KiwiRail and its troubled interisland ferry service. It reports that the previous iReX ferry program has been brought to a close with a final settlement with the shipyard, and this week it retired its oldest vessel as the first step in the modernization program. The company provides a vital passenger and freight operation running RoRo ferries between the North and South islands. According to company data, each year it moves US$8.5 billion in freight, making more than 4,000 crossings. The company says it transports nearly 800,000 passengers and 250,000 cars annually on three vessels, the oldest of which was built in 1988, while the others were built in 1995 and 1998. With government support, in 2020, it announced plans for two much larger ferries to enter service in 2025 and 2026. Each would have been 50,000 gross tons with a capacity for more than 1,900 passengers, versus the current ships, which have a maximum capacity of 650 passengers. They would also have accommodated 650 passenger cars versus the current 250. Contracts were signed in 2021 with Korea’s Hyundai Mipo Dockyard to build the vessels, which were to be hybrids with battery-electric power. A new government elected in 2023 was critical of the project and reported it was canceling funding in part due to runaway cost estimates. KiwiRail terminated the order and began settlement negotiations with Hyundai Mipo. Last week, it was reported that a final settlement was completed at a cost of NZ$144 million (US$84.6 million). Along with a previous payment, KiwiRail reports the total cost was NZ$222 million (US$130 million) to Hyundai Mipo and an additional NZ$449 million (US$264 million), including costs of landside infrastructure. “Doomsayers said cancelling the contract would cost the taxpayer the full NZ$551 million contract value, but these are some of the same people who accepted Project iReX ballooning from NZ$1.45 billion when approved in 2021 to Treasury warning it was on course to NZ$4 billion in 2023 thanks to eyes-bigger-than-their-mouths ambitions and absentee management,” said Ministers Nicola Willis (Finance) and Winston Peters (Foreign Affairs), in a joint statement on the settlement agreement. They contend that there was not sufficient consideration given to the port infrastructure requirements for the two massive ferries. After winning the election, they allege they were confronted with “billion-dollar blowouts” due to the mismanagement by the prior government of the infrastructure projects. “KiwiRail remains focused on working with Ferry Holdings Limited and the port companies to deliver two new rail-enabled ferries and the required infrastructure upgrades in Wellington and Picton by 2029. We’re looking forward to ensuring the safe and smooth transition of the new fleet into service for our people and customers when the time comes,” said Jason Dale, KiwiRail Chief Financial Officer. The service has also experienced breakdowns, reports of poor maintenance, and management issues. In 2023 regulators said they would prosecute the company over maintenance issues which caused one of the vessels to black out during its crossing. In 2024, another one of the ferries went aground departing port with the investigation saying the crew did not know how to turn off the autopilot. This week, the company began its plan by officially retiring the Aratere after its final sailing on August 18, a three-hour crossing between Picton and Wellington. The retirement of the vessel, which had been commissioned in 1999, is designed to permit the development of new port infrastructure. Aratere was the company’s only rail-enabled ferry, meaning freight cars were moved to the vessel and across the Cook Strait. Aratere’s wharf in Picton is due to be demolished later this year as part of the new ferry project. Aratere required specialized wharf infrastructure to load and unload, including integrated rail tracks, so it cannot use Interislander’s other berths. Until the new ferries are delivered, freight will have to be transferred into trailers and trucks for the trip between the islands. The ferry was laid up in Wellington with KiwiRail reporting it is considering options for its sale with a shipbroker. It says the plans for the new ferries are on schedule. Due for delivery by 2029, they will be larger, replacing all three current ships, and will reintroduce rail freight capabilities to the route.",Maritime Executive,24/08/2025 09:29:56
Australia Investigating After Bulker Blacks Out and Drifts Toward Newcastle,https://www.maritime-executive.com/article/australia-investigating-after-bulker-blacks-out-and-drifts-toward-newcastle,,22/08/2025 19:49:45,,"The Australian Transport Safety Bureau (ATSB) is investigating the circumstances around an incident where a larger bulker lost power and drifted dangerously close to Newcastle. It will be looking for critical safety issues, and if they are identified, the ATSB will immediately notify the operators of the ship and the port, and other relevant parties, so that appropriate and timely safety action can be taken. The incident began on the morning of July 30 when the Marshall Island-registered bulker Basic Victory was holding offshore awaiting its berth. Newcastle is one of the busiest ports in Australia, reporting that it handles over 4,400 ship movements each year. Over 152 million tonnes of cargo are handled annually at the port. The bulker, which was built in the Philippines in 2021, was about 20 miles off the Port of Newcastle while waiting to berth when it reported around 8:00 a.m. local time that its main engine had failed. The ship was drifting towards the coastline north of Newcastle and by about 1730 that afternoon had closed to within three miles of the nearest land. The ship’s master reported the propulsion failure to Newcastle vessel traffic service and, as they were drifting close to shore, requested permission to anchor. Shortly afterward, the crew succeeded in restarting the main engine and the ship steamed clear of the coastline. After the ship had berthed in Newcastle on August 7, ATSB reports its investigators boarded the ship for an inspection and to collect evidence, including interviewing the master and crewmembers. They also obtained recorded data and documentary evidence. After repairs were completed, the Basic Victory sailed from Australia on August 9. The vessel is at sea bound for Japan, where it is due to arrive next week. Australia has a reputation for its enforcement of safety regulations and detailed inspections of ships. The Australian Maritime Safety Administration has administered bans on ships that are repeat violators or have failed to undertake proper repairs and maintenance.",Maritime Executive,24/08/2025 09:29:56
U.S. Deports More Cruise Ship Crewmembers as Visa Review Expands,https://www.maritime-executive.com/article/u-s-deports-more-cruise-ship-crewmembers-as-visa-review-expands,,22/08/2025 19:09:19,,"Advocates for the Philippine community report that U.S. Customs and Border Protection (CBP) is continuing its enforcement efforts, rapidly deporting individual crewmembers off cruise ships that it says have violated their work visas. This comes as the Trump administration confirmed on Thursday, August 21, that it was expanding its review of all current U.S. visas and specifically suspending work visas for foreigners as commercial truck drivers. The Pilipino Workers Center (PWC) reports CBP officers once again met the Carnival Cruise Line ship Carnival Sunshine last Sunday, August 17, when the ship returned to Norfolk, Virginia, from its weekly cruise. Four Filipino crewmembers out of a crew of over 1,000 people were reportedly taken into custody, removed from the ship, placed in a hotel under guard overnight, and flown out of the United States the following day. The advocacy groups contend that the crewmembers are being “fast-tracked” for deportation with no legal process. They said no evidence, no charges, and no hearings are being conducted. Instead, the crewmembers are told they must sign deportation paperwork or face the potential of a $250,000 fine or jail time. As part of the deportation, they are also barred from returning to the United States for 10 years. The group reports the four crewmembers taken into custody on Sunday were told they were being targeted because they participated in an online chat group that had links to child pornography. No evidence was presented, and the group says all four individuals denied the allegations. The groups report that 28 crewmembers from the Carnival Sunshine have now been removed from the ship and deported since the crackdown began this spring. Over 100 crewmembers from various cruise ships around the United States, all holders of valid crew visas for work on commercial vessels, have been deported. CBP confirmed the actions to 13News Now in Virginia, saying that the individuals were “found inadmissible and were denied entry into the United States,” as part of “ongoing cruise vessel operations” where immigration law is being enforced. The Pilipino Workers Center reports it is speaking with the Philippine government about the matter. The U.S. State Department confirmed on Thursday that it is reviewing what it said are 55 million U.S. visas, looking for any violations that could lead to deportation. Associated Press noted there are 12.8 million foreigners with residency papers known as a “Green Card” and an additional 3.6 million people in the U.S. on visas. It believes the remainder of the 55 million figure is outstanding multi-entry visas where the people are not currently in the country. Secretary of State Marco Rubio posted online that as part of the review, his department was suspending visas for commercial truck drivers. He wrote that foreigners operating large tractor-trailer trucks endanger American lines and undercut American truck drivers. The Trump administration has already increased rules to ensure English language competency for commercial truck drivers. A portion of the drivers now being targeted are the ones who move containers from the U.S. ports and around the country. Advocates highlight an existing shortage of drivers and the potential to further impact supply chain operations.",Maritime Executive,24/08/2025 09:29:56
MEYER FASSMER Spezialschiffbau Consortium Improves Thruster Performance,https://www.maritime-executive.com/article/meyer-fassmer-spezialschiffbau-consortium-improves-thruster-performance,,22/08/2025 18:19:55,,"[By: Elomatic] Elomatic, an international consulting and engineering company, has successfully completed the installation of its patented ElogridTM tunnel thruster technology on the 10,000 GT special purpose research vessel, the METEOR IV, built by the MEYER FASSMER spezialchiffbau consortium. As part of a joint venture between FASSMER and MEYER Group, the 125-meter research vessel is being constructed for the German Federal Ministry of Education and Research (BMBF), to support their worldwide multifunctional and interdisciplinary projects, with a focus on climate and environmental research within the Atlantic. This contract marks another milestone in the adoption of Elomatic’s Elogrid tunnel thruster solution as it continues to be selected as part of innovative newbuild projects, engaging the versatility of Elomatic competences. All previously installed applications were as part of retrofit projects on existing vessels to provide immediate benefits in fuel consumption reduction and thrust increase. For the METEOR IV project, the thrust increase was the main objective, which is why MEYER FASSMER Spezialschiffbau selected the Elogrid solution, to improve the vessel’s dynamic positioning capability to support their mission profile, while also reducing fuel consumption. Elogrid is an energy saving technology which is designed to maximize side thrust force to enhance maneuverability, whilst unlocking new levels of performance, efficiency, and sustainability. The Elogrid technology is predicted to reduce fuel consumption ranging from 1% to 4% per vessel in normal operating conditions. It achieves this by reducing flow entry into the bow thruster tunnels at cruising speeds. Elogrid blades are designed to improve side thrust when tunnel propellers are in use, resulting in a 5-8% increase in side thrust compared to operation without grids. Jari Yli-Tolppa, Vice President Shipowner Services, said: “Our collaboration with MEYER FASSMER Spezialschiffbau marks a significant step forward in the development of the Elogrid solution. The METEOR IV project is a prime example of how the Elogrid solution can be incorporated into the initial design phase of a vessel, establishing a blueprint for future new build projects, to support ship owners that are looking to improve their vessel’s performance, increase efficiencies, as well as reduce their carbon footprint.” Jan Oskar Henkel, Managing Director, FASSMER, said: “Our collaboration with Elomatic allows us to meet the specific performance requirements for the METEOR IV’s dynamic positioning capability. The Elogrid technology enhances the vessel’s performance while contributing to efficient operations.”",Maritime Executive,24/08/2025 09:29:56
